,0,1,2,3,4
114,0.83720636,-1.628136,-1.0239303,-1.4586675,1.131288
115,-1.2362602,-1.9533536,2.8452883,1.4532928,0.5629611
116,1.2034082,-2.615175,1.503109,-1.1874819,-0.35174012
117,1.9069295,-1.9841053,1.5095549,-2.1596708,1.0136242
118,-1.8471158,-1.3923247,-1.6108763,1.2670159,-0.8874185
119,-1.8608303,-2.6538951,-1.4280953,0.76256347,-0.7105541
120,0.5612111,-2.3778584,0.95638466,-0.9545977,-0.4110465
121,0.74947023,-2.123961,-1.323647,1.1238999,-0.074445486
122,-1.7180198,1.1589947,-1.3649466,-1.7498271,-1.3047862
123,1.7482147,-1.5097075,-1.2387052,1.6087241,1.3161325
124,-0.8757646,-1.4261627,1.4334488,-1.2292482,-0.11977291
125,-0.34798288,0.6776681,-1.0444694,1.6904211,-0.3566761
126,0.43974018,-2.8252554,0.78008175,0.8497796,-0.44241333
127,-0.34467602,-2.2203302,0.8512423,1.4183111,0.01763463
128,1.7728376,-2.9997642,1.9447627,1.5427337,-0.8431537
129,0.105154514,-2.8283453,1.0051842,-1.2415705,0.39415312
130,-0.29424572,-2.939183,1.9561453,1.0550632,0.9927902
131,0.2601521,-2.7193537,-1.3418756,-2.0047498,1.0072536
132,1.6646409,-1.3381916,-1.441539,1.184763,0.5380826
133,0.2716918,-2.9791155,-1.3832908,-0.9981818,-0.06261039
134,0.31385994,-2.724886,-1.3052227,0.9990914,-0.28600192
135,-0.16311884,0.67322206,-1.0148852,2.611454,0.31326342
136,1.4550247,-2.6949058,1.5979815,0.82026577,0.35060477
137,0.19790411,-0.42870975,-2.749007,-2.4557881,-1.4887145
138,0.10583711,-2.920862,1.0097904,1.4006386,0.8914547
139,0.39576912,-2.6899524,-0.8362005,-1.0170527,0.76433444
140,0.08742905,-2.308684,-1.9677548,-1.1346481,-0.055072308
141,-0.096880436,-2.124244,-1.2682898,1.2230048,-0.4464934
142,0.8191147,-2.1931338,-0.97223043,-0.95099163,0.0741241
143,0.29605198,-2.6454198,0.75907874,1.347477,0.18546295
144,-0.12121391,-2.5716062,-1.0634828,-0.8522227,-0.1983664
145,-0.3478458,-2.9748871,-1.0360415,-1.1652076,0.38187718
146,0.5295563,-2.4707801,-0.9027643,-1.376128,1.5763173
147,2.7898474,-1.533593,-1.7249975,1.2783475,1.419136
148,0.32737303,-2.7782536,-1.110603,1.0318565,0.8229575
149,0.43449855,-2.964375,-1.1576009,0.86064076,-0.731802
150,-0.9432659,-2.106251,1.3926897,-1.3918982,-0.6510632
151,1.2229395,-2.8464122,1.2809706,0.811836,-0.21369505
152,0.21149397,-2.157961,1.367732,1.9249992,-0.5683782
153,1.0615244,-2.7160635,1.3374214,1.308424,-0.05547905
154,-0.7334292,-2.2885761,-1.1211001,1.3102722,0.16752005
155,0.9264884,-2.6466663,-0.9409063,1.0722637,-0.71292424
156,2.3879242,-1.8201922,1.5227032,1.319314,1.3139801
157,1.0023756,0.730875,1.0475345,-1.8231258,0.93935037
158,1.6395197,-2.6825988,-2.1914716,1.0253544,-0.10174322
159,1.2264833,-1.9681311,1.715559,2.6533017,1.9210067
160,1.2876196,-2.3879557,-0.99627995,1.0894313,0.9972439
161,0.73761797,-1.8937584,-0.8912692,-1.0651419,0.5648267
162,-0.079407215,-2.1573734,0.7515702,-0.8451381,-0.33122683
163,0.42968607,-2.8641033,0.61961603,1.4029698,0.29056168
164,0.4788661,-2.5180364,1.1133051,-0.9777067,0.4898219
165,0.0899272,-2.3157673,1.128727,1.1169062,-0.12646246
166,-1.0427094,-0.41053653,-2.3834572,-1.9833926,-0.8490801
167,0.62063646,-2.8466403,-0.95050097,-0.8069575,-0.5137794
168,1.4524617,-0.36355853,-1.5853858,1.7070799,1.3754416
169,0.5933869,-1.486711,-1.8087564,-1.8694187,-1.2785807
170,-0.2620654,-2.7206786,-1.168161,1.7209115,0.19124174
171,1.5838404,-1.9990515,1.4065356,-1.4204462,1.6440177
172,0.98257303,-2.451658,-1.2980118,-1.9085476,0.79501534
173,-0.1699121,-1.4347956,1.4204268,-1.4155443,-1.0373458
174,0.19956589,-2.9274216,1.2564316,1.2981539,1.0314283
175,0.6070061,-2.576377,-0.996016,-1.1000171,0.72980905
176,0.3468175,-2.9986498,2.1741223,1.9361777,2.114544
177,0.13078451,-2.2954078,1.1600194,1.2028618,0.7291167
178,-1.0424006,-2.0310276,1.5847187,1.3972197,-1.4225473
179,0.16823292,-2.7972264,-0.8201511,-0.96887875,0.30370092
180,0.018825054,-2.8915052,0.9366331,1.1550155,-0.64602184
181,1.4665613,-1.7419975,1.453474,1.6455593,0.85802865
182,1.0207906,-1.3312209,-1.3498373,1.3520861,0.4408989
183,0.69536877,-1.0308125,-1.2230644,1.5199575,-0.28134155
184,0.37899113,-2.5710475,-0.9454341,1.2983494,0.7463026
185,0.55105925,-2.4890687,1.2072439,0.82620287,-0.9322481
186,-0.5880809,-2.8664756,-1.6046419,1.0788312,0.07178688
187,1.0984626,-2.682419,1.3611622,0.8970847,0.9032228
188,0.8637521,-2.619856,-1.2162348,-1.082072,0.68354464
189,0.3116033,-1.1056225,-0.9526,-1.7686273,-0.6123414
190,0.78436327,-1.6559683,-0.9882164,-1.9158831,0.59227324
191,0.61800766,-2.911146,-1.8593457,-0.79490995,-0.059815645
192,1.2752123,-2.812492,0.9623616,1.1665268,0.63638973
193,0.92539144,-2.2479198,-0.94063973,-1.1061698,0.28673697
194,-0.9084799,-2.5517921,1.8738937,-0.8518827,-0.008328915
195,-0.30836773,-1.7804328,0.6962185,1.1666746,-0.508626
196,1.064127,-2.0768278,-1.1343894,-1.5309381,0.6130829
197,-0.584363,-2.6851892,1.5603929,1.165348,-0.8409257
198,1.2605944,-2.0287378,-0.88378,1.1128855,0.05913973
199,-0.06152606,-2.3241973,-1.1784028,1.1210389,0.018497229
200,1.9525075,-2.2286162,-2.003488,-1.3594718,1.085
201,0.17302942,-2.433536,1.3296847,1.2416201,-0.72832966
202,-0.8355553,-2.2334068,1.5733671,-1.4448948,0.08824062
203,0.7172048,-2.6198459,1.4810057,0.8950145,0.39753437
204,1.0005064,-1.5056903,-1.9412951,-2.081999,1.6529951
205,-0.08553815,-2.8606906,0.9520788,-0.9857564,-0.44661665
206,0.38949752,-2.5017784,-1.0226896,-0.9531019,-0.30408287
207,-0.81327724,-2.770671,1.0440702,1.0802193,0.358006
208,2.1427584,-2.855936,-1.6117169,-1.1211758,0.27265882
209,-0.19129968,-2.6998336,-0.9877765,0.87231207,-0.5572636
210,1.0231628,-2.6955183,-1.0410695,-1.1330578,-0.39511585
211,0.6610608,-0.9137397,1.811245,-1.8567076,0.48287725
212,-0.31974864,-2.0232656,-1.842583,1.4000521,-0.09866643
213,0.39601207,-2.292529,0.93666744,-0.9415574,-0.055271864
214,0.1867826,-1.9498547,1.3552713,-1.624393,0.42637205
215,-0.015733242,-2.1495638,-1.0701089,-2.4701397,0.48872137
216,1.2974048,-1.5783122,-1.7811574,1.5159941,1.1594892
217,0.6716461,-2.7886305,-1.4250551,1.3892202,0.9559865
218,0.7333782,-2.9014091,1.0874476,1.1026964,1.1322918
219,0.39137125,-2.4855642,0.68816686,0.84718657,-0.046966314
220,0.86714697,-2.6684592,0.85834694,0.95772815,0.81934047
221,0.096420765,-2.0515323,-0.8101349,-1.5506575,-0.9053209
222,0.27088547,-2.411706,1.3703413,-1.1027622,-0.8113537
223,-0.42475414,-2.2553694,-0.99090624,1.3934865,0.49218464
224,0.12894154,-2.8051748,0.7986624,0.8547869,0.7054138
225,0.12605,-2.664703,-1.0654218,-1.1010897,-0.65324354
226,-0.24287677,-2.2183793,0.965683,-1.6479895,-0.47132945
227,0.8338158,-2.5998926,-1.3797387,1.0899286,0.40298033
228,0.10881424,-2.064199,-0.82102585,1.094708,-0.12763119
229,-0.8007469,1.4110518,-1.1407018,2.295898,-0.8885615
230,1.3195105,-2.0702012,0.9643669,1.3735247,0.7807808
231,-0.5310545,-2.6259418,-1.6489214,-1.3392401,0.9576974
232,0.5141301,-2.6374147,1.2549729,-1.2503539,0.46118975
233,-0.087821245,-2.6597168,-1.2476671,-1.1783749,0.055751324
234,0.22648811,-2.8225548,0.9572711,1.2375836,0.6862774
235,0.0060577393,-1.8122835,1.4410186,-1.7378643,-0.72016764
236,0.68106985,-2.6708605,1.6365981,-1.2731559,0.57914495
237,0.7220454,-0.8832712,-1.5915966,2.391356,1.9641671
238,0.39902616,-2.816189,-1.0068666,1.0931349,0.19729328
239,0.038205147,-2.305691,0.91156435,-0.9801786,0.5862322
240,0.3510294,-2.3858838,0.95830584,-0.95260954,0.42138052
241,-0.09081364,-2.9747357,-0.6813946,1.2936754,-0.18433857
242,0.08786249,-2.9109247,-1.1103632,-0.7594197,-0.0154984
243,2.196106,-2.047058,1.5106282,1.2189536,2.015645
244,-1.0352365,-2.190464,1.45649,-1.2938159,-1.0056381
245,0.039642334,-2.837816,1.010642,-0.7524781,0.003943205
246,0.58812094,-2.9608192,1.0442772,-0.96137404,0.28065872
247,2.5110817,-1.9319285,2.723929,2.14882,2.0951166
248,2.0047865,1.4186296,1.191309,-1.98131,1.5525727
249,0.19702291,-2.7968748,1.2254558,-1.3930957,0.8320155
250,-0.4376912,-2.1444173,-1.8412715,1.1033874,-0.69696283
251,0.32969713,-2.5918088,-1.3269836,0.913435,-0.36097765
252,-2.129102,1.1202307,1.3911057,-2.2280807,-0.56139755
253,0.5239167,-1.4466373,-1.004864,1.0097394,0.21525288
254,2.2079062,-2.5963087,-1.1646051,1.593646,0.4051044
255,-0.032134295,-2.8608115,-0.99320173,1.0351167,0.32103682
256,0.13554716,-2.806479,-1.1680909,-0.7801633,0.19422102
257,1.3426461,-2.2793033,2.1839542,1.4699545,0.71578026
258,0.6763568,-2.4768481,-0.93037677,-1.4556639,0.4818058
259,0.44050312,-2.6904197,-0.710078,1.169507,0.011392593
260,0.02036047,-2.6233418,-1.0708892,1.351038,-0.17750454
261,-0.23464227,-1.214226,-1.4034009,-1.9154301,-1.223666
262,0.8225045,-2.8273013,1.3298569,-1.6161873,1.0862994
263,0.33600855,-2.0531354,0.9130616,1.4459972,-1.1076696
264,0.6889887,-2.4507048,-0.86718464,-1.207719,-0.24810696
265,0.5415652,-2.6259112,-1.1477358,1.2307954,1.0723252
266,0.8383076,-2.69171,0.8709719,1.3483782,-0.9056666
267,0.6895938,-2.8316503,-0.98941755,-0.83940744,0.20468521
268,1.0068274,-2.5881195,-1.782235,1.4709687,1.582366
269,1.1349478,-2.4078734,-1.1430354,-2.5596464,-0.78076386
270,0.5532646,-0.9062214,1.3277068,-2.4192657,0.6723838
271,-0.87628293,-2.0795226,1.4971294,-1.6261517,-1.1625805
272,0.087592125,-2.1428564,-0.8366995,1.114594,-0.42087054
273,1.0527697,-1.1907096,1.2888913,-1.4343603,0.93160987
274,0.684366,-1.9887174,-0.9005461,1.08286,-0.06129074
275,-1.0852947,-1.730172,-1.3657826,1.5228548,-0.97115064
276,0.5586996,-2.851698,-1.4009168,-1.3762331,1.3775892
277,-0.8469324,-1.897338,-1.4434886,-1.3028219,-1.4287374
278,2.3395352,-2.7673252,-1.6152115,-1.0562227,0.8388629
279,0.5351453,-2.5289147,0.81197333,-1.1939692,1.9373145
280,0.20108914,-2.9522243,0.9623203,-1.0020692,0.30279827
281,1.2009888,-2.4046159,-1.0929728,1.0357728,0.6806488
282,-0.13226557,-2.2651067,-1.8323147,-1.253573,-0.8417263
283,0.04629469,-2.5054593,1.0305872,1.2372017,0.7658336
284,-0.6771109,-0.067578316,-0.99485564,-1.522414,-0.7203765
285,0.930253,-1.593461,0.8802209,-1.7459948,-0.5691786
286,0.37060404,-2.0285516,1.1511865,1.6358862,-1.1558034
287,1.7195082,-2.432791,1.1443915,0.8348644,-0.025492668
288,0.33167982,-2.1214595,-1.1459551,-1.3160115,-1.2814434
289,-0.2090714,-2.4439974,-1.4578083,-1.3377175,-0.9982991
290,0.5105057,-2.4771163,1.0435047,-1.290441,0.09024143
291,0.5007801,-2.6828074,0.8627136,1.3121042,0.5337758
292,0.59230995,-2.2636435,1.2947335,1.53338,0.87643933
293,-0.8377855,-1.4396042,1.385592,1.1974277,-0.5028362
294,0.7863364,-1.2598376,-1.4455793,-2.2041845,-1.1639626
295,1.2269492,-2.6582415,0.9241097,0.8309412,0.029732466
296,0.8617735,-2.8253667,-1.0369551,1.3839622,0.15314674
297,0.7053313,-2.8475394,1.0378056,-0.9595351,1.5364919
298,1.3931446,-1.2565609,1.194561,1.2519779,1.1129074
299,0.50343466,-2.331047,-1.2269373,-1.0542095,0.85153866
300,-0.02569294,-0.19401693,0.8325398,-1.9357862,-0.59740543
301,1.0442,-2.6716454,-0.79248047,0.6811857,0.33558512
302,0.28290868,-2.446824,-1.0187511,0.9325125,0.24443078
303,-0.6657219,-2.192686,1.3540969,-1.3589884,0.8586912
304,0.323169,-2.74838,1.3149524,1.029707,-0.7921605
305,0.42144227,-2.710425,1.0607285,-1.1830897,1.0427895
306,0.16544795,-1.5398967,0.852746,-1.5180681,0.37335348
307,0.98495245,-2.4233632,-0.72144127,-1.9864593,0.008142471
308,-0.95785165,-1.4944711,-1.3792064,-1.4584663,-0.8518183
309,0.6985338,-2.8158689,-0.9092424,-0.92014813,-0.24514675
310,0.3378973,-2.9511988,-1.0928798,1.1954784,0.8016577
311,0.043331623,-2.4628892,-1.2079184,1.8820443,2.020544
312,0.4599557,-2.8844604,0.9927757,-0.98149896,1.2747321
313,0.68766546,-2.9780965,-1.775523,-1.3969917,-1.5026205
314,-0.15963721,-2.4649827,1.2023911,1.5212879,-0.8050356
315,0.44601417,-2.6755757,-1.7568194,2.1788025,1.9004908
316,0.3734541,-2.5814137,1.1910596,-1.2512774,0.40254593
317,0.43496227,-2.7899072,-0.9052808,1.8774633,-1.2682664
318,1.6379695,-1.5850979,-1.2856468,-1.3787423,1.869586
319,0.6489339,-2.9099107,1.0706053,0.939621,0.09481335
320,0.28279543,-2.317316,-0.7563391,1.4505863,0.7236581
321,-0.34449983,-2.8113549,-0.9699528,1.6777649,-0.19547343
322,0.7906585,-2.5597517,1.0316224,1.440836,1.3406734
323,1.7514329,-1.238874,1.2348957,-1.6348003,1.3458405
324,2.542242,-1.7521129,-2.4442904,1.8417888,0.9732919
325,1.9182701,-2.528163,-1.1812131,-0.9457116,0.19796419
326,-1.6385803,0.7344439,-1.2306831,1.7082934,-1.7740799
327,1.565012,-2.9466043,-1.099643,0.8791795,0.0032544136
328,0.91584635,-2.7976766,1.0190935,-1.1205229,-0.0440526
329,2.1050024,-2.6297312,-1.4707453,1.0836716,0.001789093
330,-0.054891348,-2.3445752,-0.7928767,-0.9038801,0.009983063
331,0.16337442,-1.0552765,-1.0423172,-1.8349221,-0.45588112
332,-1.5583905,-2.6055307,-1.284487,1.163343,-0.6325903
333,0.17977238,-2.7050622,-0.7422571,-1.1668198,0.7207384
334,1.5046067,-2.7240973,1.9426432,0.99274564,0.08067894
335,0.30210114,-2.5347984,-0.95146155,-0.9401207,-0.020524979
336,0.293473,-2.9494133,1.0322442,0.8993397,1.0423517
337,1.5554876,-2.468162,1.2728992,1.674458,0.4698782
338,0.6374595,-2.2972298,-0.96662545,-1.2642878,0.366354
339,0.66243696,-2.9822497,-1.1837516,1.0117354,0.412282
340,-0.38370156,-2.5053244,-0.8568227,-0.90935874,-0.5187218
341,0.4875722,-1.9724332,1.022162,-1.1641663,0.40353823
342,0.5204053,-1.8121035,1.31984,2.0307412,0.78625345
343,-1.5096884,-0.14738369,-1.3326888,-1.9064002,-0.15114808
344,0.23121,-2.7300148,-0.8844106,-1.3866881,-0.05006504
345,0.14691973,-2.5465481,-1.594975,1.3109822,0.38595247
346,-0.8845935,-1.8645735,1.683742,1.5670285,0.19305682
347,1.452549,-2.886403,1.4258862,-1.2473062,-0.018087864
348,2.799488,-0.9419348,2.537106,-2.4764354,2.3693237
349,0.35134554,-0.53357863,1.0037875,-1.6446266,0.032563686
350,0.39654064,-2.2457483,-0.47733545,-1.2302482,-0.17698789
351,0.99513435,-2.3193917,0.963423,-1.1604874,0.71735144
352,1.2538538,-2.7710094,1.086514,-0.8558111,-0.07409692
353,0.79483175,-2.9566224,0.99302006,1.0833201,1.0877328
354,0.66369534,-2.4321094,-0.92937756,1.2509608,0.8217106
355,0.4478681,-2.9323864,-0.6397679,0.7313032,-0.00248003
356,1.2267375,-2.5311792,-1.3486946,1.4018745,-0.52232933
357,-0.04318714,-2.532086,-0.929286,1.455823,0.07549167
358,0.36664367,-2.9307764,-1.0816503,1.749692,1.3997808
359,0.31987047,-2.9751532,1.201345,1.4684052,-1.4868125
360,0.58208466,-2.8957944,-1.675364,-1.5201242,2.3720293
361,0.58718395,-2.9748507,-1.1256707,-1.3716743,-0.8342078
362,0.22515035,-2.5259948,-0.7584567,-1.5358721,-0.1890254
363,0.724195,-2.275307,-1.121494,-1.143253,1.4664326
364,0.5019493,-2.958722,-1.3079299,0.81281734,0.43766713
365,-0.12383413,-2.7800975,-1.2390862,-1.1839812,0.13054991
366,-0.7112551,-2.979683,-1.9442301,-0.89578724,0.57407
367,1.5428963,-2.7606583,-1.2437856,-1.0550855,0.99277973
368,0.9409008,-2.5680764,1.4677,1.1542039,0.56953
369,0.4061916,-2.6982872,-1.1823812,-1.2611958,0.7443557
370,-0.8141465,-2.7131913,-1.328722,-1.054575,-0.18804526
371,0.8219733,-2.0373433,-1.4324917,1.3952117,0.6406307
372,-0.0017135143,-2.50052,1.237153,1.2633262,-0.33995295
373,0.526474,-2.3174949,1.6672678,-1.6024361,0.021357536
374,-0.14085102,-2.516489,0.83231497,1.3578181,0.37875152
375,-0.5754752,-2.9138243,-1.5592579,0.81732416,-1.0480533
376,0.7311766,-2.062579,-2.6579733,1.820157,-0.04510498
377,0.29054356,-2.011591,-0.79521775,-1.1018758,-0.099349976
378,0.38640642,-1.6933845,0.55659914,1.707881,0.43822384
379,0.78129196,-2.4108539,-0.8941946,0.8479736,0.39624023
380,-0.61615086,-0.15922952,-1.2280345,2.2190146,-0.12215924
381,0.29765415,-2.8212156,-1.1871846,1.4938421,0.5068793
382,1.2040992,-2.9214475,-1.2186811,1.1076627,-0.2517755
383,1.1300635,-2.6670504,1.1422195,-0.7774167,0.6257107
384,0.9193287,-0.0036010742,0.94872475,1.7588868,0.851238
385,1.3088369,-2.351036,1.1546979,1.0189104,0.058867693
386,1.4939308,-1.7312037,1.2300406,-1.1090273,0.015058279
387,1.4988427,-2.0451412,-1.5069523,-1.2484353,1.5375748
388,0.6983049,-2.54295,-0.7811947,-1.1609087,0.3410797
389,2.5506048,-1.7158222,-1.4526825,1.1695433,1.0586495
390,1.6772518,-2.1321197,-1.3076158,1.1269059,1.0770612
391,0.63686514,-1.9522375,-1.0117625,-1.429145,0.21392965
392,0.14074159,-2.9497478,0.85338736,0.8604255,0.21162796
393,0.01806736,-2.283993,1.4130988,1.7528992,-1.2952555
394,0.17269635,-1.975444,1.2166882,1.1470628,-0.30368853
395,0.38856697,-1.8934013,2.0830007,-2.7560437,2.1405354
396,-0.07246995,-1.3822834,-0.67459965,-1.265058,-1.3381087
397,2.1565828,-0.031868458,1.9217014,2.3271017,2.485753
398,-1.206291,-2.6836283,-1.4949667,-1.0339,-0.045955658
399,-1.0894632,-2.813957,-1.738896,1.2734251,1.044496
400,0.093661785,-2.7499783,-1.4119391,1.0618725,-0.4092853
401,-0.80855227,-2.467083,1.1270609,-1.6016974,-0.17427874
402,1.7528095,1.1388593,-1.0201474,2.230341,1.1897464
403,-0.96382403,-2.954769,-1.868032,-1.0358579,-0.25316763
404,0.07922983,-2.954915,1.2697959,1.24612,0.4456122
405,-0.45580268,-2.7973197,-0.8581991,1.3148842,0.34678745
406,1.6352949,-2.9549396,-1.5173802,0.9756565,0.515677
407,0.58675647,-2.549094,1.1508994,1.1377611,-0.12542534
408,2.2278037,0.7687354,1.4343791,-1.6464158,1.3286767
409,0.42715788,-2.2177544,-0.9361942,-1.0716516,-0.30457163
